Package ID,City,Pincode,Ship Date,Delivery Date,Status,Partner,Delay Reason,Delivery Time (hrs),Latitude,Longitude
PKG652,Nashik,422003,2024-06-04,2024-06-06,Delayed,XpressBees,Holiday,48.0,20.005,73.795
PKG653,Nashik,422004,2024-06-07,2024-06-09,Delayed,XpressBees,,48.0,20.01,73.8
PKG654,Nashik,422003,2024-06-07,2024-06-08,Delivered,XpressBees,,24.0,20.005,73.795
PKG655,Nagpur,440003,2024-06-01,2024-06-03,Delivered,Delhivery,,48.0,21.15,79.09
PKG656,Nagpur,440004,2024-06-03,2024-06-04,Delayed,BlueDart,,24.0,21.16,79.1
PKG657,Nashik,422003,2024-06-30,2024-07-03,Failed,XpressBees,Address Not Found,72.0,20.005,73.795
PKG658,Nashik,422003,2024-06-09,2024-06-10,Delivered,Delhivery,,24.0,20.005,73.795
PKG659,Nagpur,440001,2024-06-25,2024-06-28,Delivered,Ekart,,72.0,21.1458,79.0882
PKG660,Nagpur,440004,2024-07-01,2024-07-03,Delivered,Ekart,,48.0,21.16,79.1
PKG661,Nashik,422002,2024-06-09,2024-06-10,Delivered,BlueDart,,24.0,20.002,73.79
PKG662,Nashik,422003,2024-06-06,2024-06-07,Delivered,XpressBees,,24.0,20.005,73.795
PKG663,Nashik,422003,2024-06-25,2024-06-26,Delivered,BlueDart,,24.0,20.005,73.795
PKG664,Nagpur,440001,2024-06-07,2024-06-08,Delivered,Delhivery,,24.0,21.1458,79.0882
PKG665,Nagpur,440003,2024-06-19,2024-06-22,Delivered,Ekart,,72.0,21.15,79.09
PKG666,Nagpur,440004,2024-06-02,2024-06-04,Delivered,BlueDart,,48.0,21.16,79.1
PKG667,Nashik,422004,2024-06-28,2024-06-29,Delivered,Ekart,,24.0,20.01,73.8
PKG668,Nashik,422001,2024-06-17,2024-06-19,Delivered,Ekart,,48.0,19.9975,73.7898
PKG669,Nagpur,440002,2024-06-04,2024-06-07,Failed,Ekart,Weather,72.0,21.1466,79.0849
PKG670,Nashik,422003,2024-06-23,2024-06-25,Delayed,XpressBees,Customer Unavailable,48.0,20.005,73.795
PKG671,Nashik,422001,2024-06-26,2024-06-27,Delivered,Ekart,,24.0,19.9975,73.7898
PKG672,Nashik,422002,2024-06-02,2024-06-04,Delivered,Ekart,,48.0,20.002,73.79
PKG673,Nagpur,440003,2024-06-07,2024-06-10,Delivered,Delhivery,,72.0,21.15,79.09
PKG674,Nagpur,440003,2024-06-17,2024-06-18,Failed,XpressBees,Customer Unavailable,24.0,21.15,79.09
PKG675,Nagpur,440003,2024-06-21,2024-06-23,Delivered,Ekart,,48.0,21.15,79.09
PKG676,Nagpur,440002,2024-06-07,2024-06-08,Delivered,XpressBees,,24.0,21.1466,79.0849
PKG677,Nagpur,440001,2024-06-23,2024-06-24,Delivered,BlueDart,,24.0,21.1458,79.0882
PKG678,Nagpur,440003,2024-06-23,2024-06-26,Delivered,BlueDart,,72.0,21.15,79.09
PKG679,Nagpur,440004,2024-06-21,2024-06-24,Delivered,Ekart,,72.0,21.16,79.1
PKG680,Nagpur,440003,2024-06-03,2024-06-06,Failed,XpressBees,Traffic,72.0,21.15,79.09
PKG681,Nashik,422004,2024-06-08,2024-06-09,Delivered,Ekart,,24.0,20.01,73.8
PKG682,Nashik,422004,2024-06-12,2024-06-13,Delivered,Ekart,,24.0,20.01,73.8
PKG683,Nagpur,440002,2024-06-18,2024-06-19,Failed,Ekart,Weather,24.0,21.1466,79.0849
PKG684,Nagpur,440003,2024-06-13,2024-06-14,Delivered,XpressBees,,24.0,21.15,79.09
PKG685,Nashik,422003,2024-06-17,2024-06-20,Delivered,BlueDart,,72.0,20.005,73.795
PKG686,Nagpur,440003,2024-06-11,2024-06-13,Delivered,Delhivery,,48.0,21.15,79.09
PKG687,Nashik,422001,2024-06-21,2024-06-23,Delivered,BlueDart,,48.0,19.9975,73.7898
PKG688,Nagpur,440001,2024-06-26,2024-06-29,Delivered,BlueDart,,72.0,21.1458,79.0882
PKG689,Nagpur,440001,2024-06-24,2024-06-27,Failed,Delhivery,Weather,72.0,21.1458,79.0882
PKG690,Nashik,422003,2024-06-01,2024-06-03,Failed,XpressBees,Weather,48.0,20.005,73.795
PKG691,Nagpur,440003,2024-06-01,2024-06-04,Delivered,Ekart,,72.0,21.15,79.09
PKG692,Nagpur,440003,2024-06-03,2024-06-05,Delayed,Delhivery,Customer Unavailable,48.0,21.15,79.09
PKG693,Nashik,422002,2024-06-01,2024-06-03,Delivered,XpressBees,,48.0,20.002,73.79
PKG694,Nagpur,440004,2024-06-27,2024-06-29,Delayed,XpressBees,Traffic,48.0,21.16,79.1
PKG695,Nagpur,440003,2024-06-24,2024-06-27,Delayed,BlueDart,Weather,72.0,21.15,79.09
PKG696,Nashik,422001,2024-06-13,2024-06-15,Delivered,BlueDart,,48.0,19.9975,73.7898
PKG697,Nagpur,440001,2024-06-22,2024-06-23,Delayed,BlueDart,Holiday,24.0,21.1458,79.0882
PKG698,Nashik,422001,2024-06-21,2024-06-24,Delivered,Ekart,,72.0,19.9975,73.7898
PKG699,Nashik,422002,2024-06-22,2024-06-25,Delayed,Ekart,Customer Unavailable,72.0,20.002,73.79
PKG700,Nashik,422004,2024-06-19,2024-06-22,Delayed,XpressBees,Weather,72.0,20.01,73.8
PKG701,Nashik,422004,2024-06-23,2024-06-24,Delayed,BlueDart,Traffic,24.0,20.01,73.8
PKG702,Nashik,422002,2024-06-06,2024-06-07,Delivered,Ekart,,24.0,20.002,73.79
PKG703,Nashik,422004,2024-06-15,2024-06-18,Delivered,XpressBees,,72.0,20.01,73.8
PKG704,Nashik,422001,2024-06-25,2024-06-26,Delivered,XpressBees,,24.0,19.9975,73.7898
PKG705,Nashik,422003,2024-06-09,2024-06-12,Delivered,Ekart,,72.0,20.005,73.795
PKG706,Nagpur,440003,2024-06-20,2024-06-23,Delivered,Ekart,,72.0,21.15,79.09
PKG707,Nagpur,440004,2024-06-08,2024-06-11,Failed,XpressBees,Address Not Found,72.0,21.16,79.1
PKG708,Nagpur,440002,2024-06-20,2024-06-22,Delivered,Ekart,,48.0,21.1466,79.0849
PKG709,Nashik,422004,2024-06-01,2024-06-04,Delivered,Delhivery,,72.0,20.01,73.8
PKG710,Nagpur,440001,2024-06-18,2024-06-21,Delivered,XpressBees,,72.0,21.1458,79.0882
PKG711,Nagpur,440002,2024-06-23,2024-06-26,Delivered,Delhivery,,72.0,21.1466,79.0849
PKG712,Nagpur,440003,2024-06-03,2024-06-06,Delivered,Ekart,,72.0,21.15,79.09
PKG713,Nashik,422002,2024-06-13,2024-06-15,Delivered,XpressBees,,48.0,20.002,73.79
PKG714,Nagpur,440004,2024-06-23,2024-06-24,Delivered,BlueDart,,24.0,21.16,79.1
PKG715,Nagpur,440002,2024-06-15,2024-06-18,Delivered,Ekart,,72.0,21.1466,79.0849
PKG716,Nagpur,440003,2024-06-29,2024-06-30,Delivered,BlueDart,,24.0,21.15,79.09
PKG717,Nagpur,440004,2024-06-08,2024-06-11,Delivered,Delhivery,,72.0,21.16,79.1
PKG718,Nagpur,440003,2024-06-18,2024-06-19,Delivered,BlueDart,,24.0,21.15,79.09
PKG719,Nagpur,440003,2024-06-08,2024-06-11,Delivered,XpressBees,,72.0,21.15,79.09
PKG720,Nashik,422004,2024-06-24,2024-06-26,Delivered,BlueDart,,48.0,20.01,73.8
PKG721,Nashik,422003,2024-06-22,2024-06-25,Delayed,BlueDart,Customer Unavailable,72.0,20.005,73.795
PKG722,Nashik,422003,2024-06-30,2024-07-03,Delivered,Delhivery,,72.0,20.005,73.795
PKG723,Nashik,422001,2024-06-22,2024-06-23,Delivered,Delhivery,,24.0,19.9975,73.7898
PKG724,Nashik,422001,2024-06-30,2024-07-03,Delivered,XpressBees,,72.0,19.9975,73.7898
PKG725,Nashik,422003,2024-06-08,2024-06-10,Delivered,Ekart,,48.0,20.005,73.795
PKG726,Nashik,422004,2024-06-27,2024-06-30,Failed,XpressBees,Address Not Found,72.0,20.01,73.8
PKG727,Nashik,422003,2024-06-01,2024-06-04,Delivered,Ekart,,72.0,20.005,73.795
PKG728,Nashik,422003,2024-06-16,2024-06-18,Delivered,XpressBees,,48.0,20.005,73.795
PKG729,Nagpur,440002,2024-06-07,2024-06-10,Delayed,Delhivery,,72.0,21.1466,79.0849
PKG730,Nashik,422002,2024-06-24,2024-06-25,Failed,BlueDart,Traffic,24.0,20.002,73.79
PKG731,Nashik,422001,2024-06-18,2024-06-21,Delivered,Ekart,,72.0,19.9975,73.7898
PKG732,Nagpur,440002,2024-06-07,2024-06-08,Delivered,XpressBees,,24.0,21.1466,79.0849
PKG733,Nashik,422002,2024-06-13,2024-06-15,Delivered,Delhivery,,48.0,20.002,73.79
PKG734,Nagpur,440001,2024-06-26,2024-06-27,Delivered,Delhivery,,24.0,21.1458,79.0882
PKG735,Nagpur,440003,2024-06-18,2024-06-20,Delivered,XpressBees,,48.0,21.15,79.09
PKG736,Nagpur,440002,2024-06-17,2024-06-18,Delayed,BlueDart,Customer Unavailable,24.0,21.1466,79.0849
PKG737,Nagpur,440004,2024-06-29,2024-07-02,Delivered,BlueDart,,72.0,21.16,79.1
PKG738,Nashik,422002,2024-06-25,2024-06-26,Delivered,BlueDart,,24.0,20.002,73.79
PKG739,Nagpur,440003,2024-06-06,2024-06-08,Delivered,XpressBees,,48.0,21.15,79.09
PKG740,Nagpur,440004,2024-06-21,2024-06-24,Delayed,XpressBees,Holiday,72.0,21.16,79.1
PKG741,Nashik,422002,2024-06-01,2024-06-02,Delivered,XpressBees,,24.0,20.002,73.79
PKG742,Nagpur,440004,2024-06-07,2024-06-10,Delivered,BlueDart,,72.0,21.16,79.1
PKG743,Nagpur,440002,2024-06-16,2024-06-18,Delayed,BlueDart,,48.0,21.1466,79.0849
PKG744,Nashik,422003,2024-06-16,2024-06-17,Delivered,XpressBees,,24.0,20.005,73.795
PKG745,Nashik,422001,2024-06-02,2024-06-04,Delivered,BlueDart,,48.0,19.9975,73.7898
PKG746,Nashik,422001,2024-06-14,2024-06-15,Delivered,Delhivery,,24.0,19.9975,73.7898
PKG747,Nashik,422003,2024-06-11,2024-06-14,Delivered,BlueDart,,72.0,20.005,73.795
PKG748,Nashik,422001,2024-06-24,2024-06-25,Delivered,Ekart,,24.0,19.9975,73.7898
PKG749,Nashik,422003,2024-06-29,2024-07-01,Delivered,BlueDart,,48.0,20.005,73.795
PKG750,Nagpur,440002,2024-06-03,2024-06-04,Delivered,XpressBees,,24.0,21.1466,79.0849
PKG751,Nagpur,440002,2024-06-27,2024-06-29,Delivered,Delhivery,,48.0,21.1466,79.0849
PKG752,Nagpur,440002,2024-06-27,2024-06-29,Delivered,Delhivery,,48.0,21.1466,79.0849
PKG753,Nashik,422004,2024-06-29,2024-07-02,Delivered,Delhivery,,72.0,20.01,73.8
PKG754,Nagpur,440001,2024-06-15,2024-06-16,Delivered,Ekart,,24.0,21.1458,79.0882
PKG755,Nashik,422003,2024-06-13,2024-06-15,Delivered,Ekart,,48.0,20.005,73.795
PKG756,Nashik,422002,2024-06-15,2024-06-18,Delivered,BlueDart,,72.0,20.002,73.79
PKG757,Nagpur,440003,2024-06-19,2024-06-20,Delivered,Ekart,,24.0,21.15,79.09
PKG758,Nashik,422001,2024-06-08,2024-06-09,Delivered,BlueDart,,24.0,19.9975,73.7898
PKG759,Nagpur,440002,2024-06-21,2024-06-24,Delivered,Ekart,,72.0,21.1466,79.0849
PKG760,Nagpur,440001,2024-06-14,2024-06-17,Delivered,Delhivery,,72.0,21.1458,79.0882
PKG761,Nagpur,440002,2024-06-19,2024-06-21,Delayed,Delhivery,Traffic,48.0,21.1466,79.0849
PKG762,Nashik,422002,2024-06-28,2024-06-29,Failed,Delhivery,Weather,24.0,20.002,73.79
PKG763,Nagpur,440003,2024-06-01,2024-06-02,Delayed,Ekart,Traffic,24.0,21.15,79.09
PKG764,Nagpur,440001,2024-07-01,2024-07-02,Delivered,XpressBees,,24.0,21.1458,79.0882
PKG765,Nashik,422003,2024-06-06,2024-06-09,Failed,XpressBees,Holiday,72.0,20.005,73.795
PKG766,Nagpur,440003,2024-06-16,2024-06-20,Delivered,Ekart,,96.0,21.15,79.09
PKG767,Nashik,422003,2024-06-19,2024-06-20,Delivered,BlueDart,,24.0,20.005,73.795
PKG768,Nashik,422004,2024-06-15,2024-06-18,Delivered,Delhivery,,72.0,20.01,73.8
PKG769,Nagpur,440001,2024-06-09,2024-06-10,Delivered,Ekart,,24.0,21.1458,79.0882
PKG770,Nashik,422004,2024-06-23,2024-06-25,Delivered,BlueDart,,48.0,20.01,73.8
PKG771,Nashik,422002,2024-06-19,2024-06-22,Delivered,Delhivery,,72.0,20.002,73.79
PKG772,Nashik,422001,2024-06-08,2024-06-09,Delivered,XpressBees,,24.0,19.9975,73.7898
PKG773,Nagpur,440003,2024-06-18,2024-06-19,Delayed,Ekart,Holiday,24.0,21.15,79.09
PKG774,Nashik,422001,2024-06-16,2024-06-17,Delivered,BlueDart,,24.0,19.9975,73.7898
PKG775,Nashik,422002,2024-06-26,2024-06-30,Delivered,XpressBees,,96.0,20.002,73.79
PKG776,Nagpur,440003,2024-06-24,2024-06-26,Failed,XpressBees,Weather,48.0,21.15,79.09
PKG777,Nagpur,440001,2024-06-09,2024-06-12,Failed,XpressBees,Weather,72.0,21.1458,79.0882
PKG778,Nashik,422002,2024-06-11,2024-06-12,Delivered,XpressBees,,24.0,20.002,73.79
PKG779,Nagpur,440004,2024-06-06,2024-06-08,Delayed,BlueDart,Traffic,48.0,21.16,79.1
PKG780,Nashik,422001,2024-06-23,2024-06-26,Delayed,XpressBees,Holiday,72.0,19.9975,73.7898
PKG781,Nashik,422001,2024-06-01,2024-06-04,Delivered,Ekart,,72.0,19.9975,73.7898
PKG782,Nagpur,440003,2024-06-07,2024-06-08,Delivered,XpressBees,,24.0,21.15,79.09
PKG783,Nagpur,440001,2024-06-15,2024-06-17,Delivered,Ekart,,48.0,21.1458,79.0882
PKG784,Nashik,422004,2024-06-18,2024-06-21,Failed,XpressBees,Address Not Found,72.0,20.01,73.8
PKG785,Nashik,422001,2024-06-29,2024-06-30,Delivered,XpressBees,,24.0,19.9975,73.7898
PKG786,Nagpur,440001,2024-06-23,2024-06-24,Delivered,Ekart,,24.0,21.1458,79.0882
PKG787,Nashik,422003,2024-06-17,2024-06-20,Delayed,BlueDart,Traffic,72.0,20.005,73.795
PKG788,Nashik,422002,2024-06-02,2024-06-05,Delayed,XpressBees,Traffic,72.0,20.002,73.79
PKG789,Nashik,422002,2024-06-22,2024-06-24,Delivered,Ekart,,48.0,20.002,73.79
PKG790,Nagpur,440001,2024-06-28,2024-06-30,Delivered,XpressBees,,48.0,21.1458,79.0882
PKG791,Nashik,422004,2024-06-07,2024-06-10,Delivered,Delhivery,,72.0,20.01,73.8
PKG792,Nashik,422003,2024-06-12,2024-06-14,Delivered,Ekart,,48.0,20.005,73.795
PKG793,Nagpur,440002,2024-06-25,2024-06-27,Delivered,Ekart,,48.0,21.1466,79.0849
PKG794,Nagpur,440002,2024-06-08,2024-06-09,Delayed,XpressBees,Holiday,24.0,21.1466,79.0849
PKG795,Nashik,422003,2024-06-08,2024-06-11,Delivered,BlueDart,,72.0,20.005,73.795
PKG796,Nashik,422004,2024-06-18,2024-06-20,Delivered,Ekart,,48.0,20.01,73.8
PKG797,Nagpur,440001,2024-06-21,2024-06-24,Delayed,XpressBees,Traffic,72.0,21.1458,79.0882
PKG798,Nagpur,440001,2024-06-19,2024-06-22,Delivered,Delhivery,,72.0,21.1458,79.0882
PKG799,Nashik,422002,2024-06-09,2024-06-11,Delivered,Ekart,,48.0,20.002,73.79
PKG800,Nashik,422002,2024-06-21,2024-06-24,Delivered,BlueDart,,72.0,20.002,73.79
PKG801,Nagpur,440004,2024-06-26,2024-06-27,Delivered,XpressBees,,24.0,21.16,79.1
PKG802,Nashik,422002,2024-06-16,2024-06-19,Delivered,Delhivery,,72.0,20.002,73.79
PKG803,Nashik,422004,2024-06-20,2024-06-22,Delivered,BlueDart,,48.0,20.01,73.8
PKG804,Nashik,422001,2024-06-02,2024-06-05,Delivered,Ekart,,72.0,19.9975,73.7898
PKG805,Nagpur,440004,2024-06-05,2024-06-07,Delivered,Delhivery,,48.0,21.16,79.1
PKG806,Nagpur,440002,2024-06-20,2024-06-23,Delivered,XpressBees,,72.0,21.1466,79.0849
PKG807,Nashik,422004,2024-06-20,2024-06-21,Delivered,Delhivery,,24.0,20.01,73.8
PKG808,Nashik,422003,2024-06-18,2024-06-21,Delayed,BlueDart,Weather,72.0,20.005,73.795
PKG809,Nashik,422002,2024-06-19,2024-06-22,Delivered,BlueDart,,72.0,20.002,73.79
PKG810,Nashik,422001,2024-06-22,2024-06-24,Delayed,Delhivery,Traffic,48.0,19.9975,73.7898
PKG811,Nagpur,440003,2024-06-05,2024-06-06,Delivered,Ekart,,24.0,21.15,79.09
PKG812,Nashik,422003,2024-06-23,2024-06-26,Delivered,BlueDart,,72.0,20.005,73.795
PKG813,Nagpur,440002,2024-06-22,2024-06-24,Failed,XpressBees,,48.0,21.1466,79.0849
PKG814,Nagpur,440003,2024-06-06,2024-06-08,Delivered,Delhivery,,48.0,21.15,79.09
PKG815,Nagpur,440003,2024-06-12,2024-06-15,Delivered,Delhivery,,72.0,21.15,79.09
PKG816,Nashik,422002,2024-06-29,2024-06-30,Delivered,XpressBees,,24.0,20.002,73.79
PKG817,Nagpur,440001,2024-06-22,2024-06-23,Delayed,BlueDart,Customer Unavailable,24.0,21.1458,79.0882
PKG818,Nagpur,440004,2024-06-27,2024-06-30,Delivered,Delhivery,,72.0,21.16,79.1
PKG819,Nashik,422003,2024-06-05,2024-06-08,Delivered,XpressBees,,72.0,20.005,73.795
PKG820,Nashik,422004,2024-06-03,2024-06-05,Failed,Ekart,Traffic,48.0,20.01,73.8
PKG821,Nashik,422002,2024-06-29,2024-06-30,Delivered,Ekart,,24.0,20.002,73.79
PKG822,Nagpur,440001,2024-06-12,2024-06-13,Delivered,XpressBees,,24.0,21.1458,79.0882
PKG823,Nashik,422003,2024-06-17,2024-06-20,Delivered,Delhivery,,72.0,20.005,73.795
PKG824,Nagpur,440003,2024-06-01,2024-06-03,Delivered,BlueDart,,48.0,21.15,79.09
PKG825,Nagpur,440004,2024-06-16,2024-06-17,Delivered,BlueDart,,24.0,21.16,79.1
PKG826,Nashik,422001,2024-06-27,2024-06-29,Failed,Delhivery,Weather,48.0,19.9975,73.7898
PKG827,Nagpur,440003,2024-06-30,2024-07-01,Delayed,BlueDart,Address Not Found,24.0,21.15,79.09
PKG828,Nagpur,440004,2024-06-24,2024-06-26,Failed,Ekart,Address Not Found,48.0,21.16,79.1
PKG829,Nashik,422003,2024-06-20,2024-06-23,Delivered,Delhivery,,72.0,20.005,73.795
PKG830,Nashik,422003,2024-06-13,2024-06-14,Delivered,Delhivery,,24.0,20.005,73.795
PKG831,Nashik,422002,2024-06-18,2024-06-19,Delayed,XpressBees,Traffic,24.0,20.002,73.79
PKG832,Nagpur,440001,2024-06-19,2024-06-21,Delivered,Ekart,,48.0,21.1458,79.0882
PKG833,Nashik,422002,2024-06-23,2024-06-25,Delivered,BlueDart,,48.0,20.002,73.79
PKG834,Nagpur,440003,2024-06-08,2024-06-10,Failed,Ekart,Customer Unavailable,48.0,21.15,79.09
PKG835,Nashik,422001,2024-06-06,2024-06-07,Delivered,Delhivery,,24.0,19.9975,73.7898
PKG836,Nashik,422002,2024-06-07,2024-06-10,Delivered,XpressBees,,72.0,20.002,73.79
PKG837,Nashik,422002,2024-06-21,2024-06-22,Failed,Ekart,Traffic,24.0,20.002,73.79
PKG838,Nagpur,440001,2024-06-02,2024-06-03,Delayed,BlueDart,Weather,24.0,21.1458,79.0882
PKG839,Nashik,422004,2024-06-18,2024-06-20,Delivered,Ekart,,48.0,20.01,73.8
PKG840,Nashik,422002,2024-06-30,2024-07-03,Delivered,BlueDart,,72.0,20.002,73.79
PKG841,Nashik,422001,2024-06-06,2024-06-07,Delayed,XpressBees,Weather,24.0,19.9975,73.7898
PKG842,Nashik,422001,2024-06-10,2024-06-11,Delivered,Delhivery,,24.0,19.9975,73.7898
PKG843,Nashik,422002,2024-06-07,2024-06-09,Delivered,BlueDart,,48.0,20.002,73.79
PKG844,Nashik,422001,2024-06-09,2024-06-10,Delayed,Ekart,Holiday,24.0,19.9975,73.7898
PKG845,Nashik,422001,2024-06-21,2024-06-24,Delayed,BlueDart,,72.0,19.9975,73.7898
PKG846,Nagpur,440004,2024-06-29,2024-07-01,Delayed,Delhivery,Holiday,48.0,21.16,79.1
PKG847,Nagpur,440002,2024-06-25,2024-06-27,Failed,Ekart,Customer Unavailable,48.0,21.1466,79.0849
PKG848,Nashik,422003,2024-06-24,2024-06-26,Delivered,BlueDart,,48.0,20.005,73.795
PKG849,Nashik,422003,2024-06-15,2024-06-17,Delayed,Delhivery,Weather,48.0,20.005,73.795
PKG850,Nashik,422002,2024-06-11,2024-06-12,Delivered,Ekart,,24.0,20.002,73.79
PKG851,Nashik,422002,2024-06-04,2024-06-05,Failed,Ekart,Customer Unavailable,24.0,20.002,73.79
PKG852,Nagpur,440001,2024-06-03,2024-06-04,Delivered,BlueDart,,24.0,21.1458,79.0882
PKG853,Nagpur,440002,2024-06-30,2024-07-03,Failed,Delhivery,Holiday,72.0,21.1466,79.0849
PKG854,Nashik,422002,2024-06-24,2024-06-26,Delivered,Delhivery,,48.0,20.002,73.79
PKG855,Nashik,422001,2024-06-03,2024-06-06,Delivered,Ekart,,72.0,19.9975,73.7898
PKG856,Nagpur,440002,2024-06-21,2024-06-24,Failed,Delhivery,Traffic,72.0,21.1466,79.0849
PKG857,Nagpur,440003,2024-06-10,2024-06-12,Delivered,BlueDart,,48.0,21.15,79.09
PKG858,Nashik,422001,2024-06-30,2024-07-03,Delayed,XpressBees,,72.0,19.9975,73.7898
PKG859,Nagpur,440002,2024-06-23,2024-06-24,Failed,XpressBees,Address Not Found,24.0,21.1466,79.0849
PKG860,Nashik,422002,2024-06-01,2024-06-03,Delivered,XpressBees,,48.0,20.002,73.79
PKG861,Nagpur,440002,2024-06-26,2024-06-28,Delivered,BlueDart,,48.0,21.1466,79.0849
PKG862,Nagpur,440004,2024-06-25,2024-06-28,Delivered,Ekart,,72.0,21.16,79.1
PKG863,Nashik,422002,2024-06-12,2024-06-13,Delivered,XpressBees,,24.0,20.002,73.79
PKG864,Nagpur,440003,2024-06-02,2024-06-04,Delivered,Delhivery,,48.0,21.15,79.09
PKG865,Nagpur,440004,2024-06-15,2024-06-17,Delivered,BlueDart,,48.0,21.16,79.1
PKG866,Nashik,422003,2024-07-01,2024-07-02,Delivered,BlueDart,,24.0,20.005,73.795
PKG867,Nagpur,440004,2024-06-30,2024-07-02,Delayed,BlueDart,Traffic,48.0,21.16,79.1
PKG868,Nagpur,440002,2024-06-22,2024-06-23,Delivered,Delhivery,,24.0,21.1466,79.0849
PKG869,Nagpur,440004,2024-06-18,2024-06-20,Delivered,Delhivery,,48.0,21.16,79.1
PKG870,Nagpur,440001,2024-06-30,2024-07-01,Delivered,Delhivery,,24.0,21.1458,79.0882
PKG871,Nashik,422002,2024-06-30,2024-07-01,Delivered,BlueDart,,24.0,20.002,73.79
PKG872,Nagpur,440001,2024-06-29,2024-07-03,Delivered,BlueDart,,96.0,21.1458,79.0882
PKG873,Nagpur,440002,2024-06-16,2024-06-17,Failed,XpressBees,Traffic,24.0,21.1466,79.0849
PKG874,Nagpur,440003,2024-06-04,2024-06-06,Failed,Delhivery,Traffic,48.0,21.15,79.09
PKG875,Nashik,422004,2024-06-09,2024-06-10,Delivered,BlueDart,,24.0,20.01,73.8
PKG876,Nagpur,440004,2024-06-06,2024-06-08,Delivered,BlueDart,,48.0,21.16,79.1
PKG877,Nagpur,440002,2024-06-10,2024-06-13,Delivered,XpressBees,,72.0,21.1466,79.0849
PKG878,Nagpur,440003,2024-06-10,2024-06-13,Delivered,Ekart,,72.0,21.15,79.09
PKG879,Nashik,422002,2024-06-25,2024-06-26,Delivered,XpressBees,,24.0,20.002,73.79
PKG880,Nagpur,440003,2024-06-14,2024-06-16,Delivered,BlueDart,,48.0,21.15,79.09
PKG881,Nagpur,440002,2024-06-20,2024-06-21,Failed,Delhivery,Holiday,24.0,21.1466,79.0849
PKG882,Nashik,422004,2024-06-25,2024-06-26,Delivered,BlueDart,,24.0,20.01,73.8
PKG883,Nagpur,440001,2024-06-19,2024-06-23,Delivered,Ekart,,96.0,21.1458,79.0882
PKG884,Nagpur,440003,2024-06-18,2024-06-20,Delayed,BlueDart,Traffic,48.0,21.15,79.09
PKG885,Nagpur,440002,2024-06-28,2024-07-01,Delivered,XpressBees,,72.0,21.1466,79.0849
PKG886,Nashik,422001,2024-06-27,2024-06-28,Delivered,BlueDart,,24.0,19.9975,73.7898
PKG887,Nagpur,440004,2024-06-30,2024-07-02,Delivered,XpressBees,,48.0,21.16,79.1
PKG888,Nagpur,440002,2024-07-01,2024-07-04,Delivered,XpressBees,,72.0,21.1466,79.0849
PKG889,Nagpur,440004,2024-06-06,2024-06-07,Delivered,BlueDart,,24.0,21.16,79.1
PKG890,Nashik,422001,2024-06-16,2024-06-17,Delivered,Delhivery,,24.0,19.9975,73.7898
PKG891,Nagpur,440003,2024-06-16,2024-06-19,Delivered,BlueDart,,72.0,21.15,79.09
PKG892,Nashik,422003,2024-06-30,2024-07-01,Delivered,XpressBees,,24.0,20.005,73.795
PKG893,Nagpur,440004,2024-06-09,2024-06-11,Delivered,BlueDart,,48.0,21.16,79.1
PKG894,Nagpur,440001,2024-06-09,2024-06-10,Delivered,BlueDart,,24.0,21.1458,79.0882
PKG895,Nashik,422004,2024-06-02,2024-06-03,Delivered,Delhivery,,24.0,20.01,73.8
PKG896,Nashik,422004,2024-06-11,2024-06-13,Delivered,BlueDart,,48.0,20.01,73.8
PKG897,Nashik,422004,2024-06-11,2024-06-13,Delivered,BlueDart,,48.0,20.01,73.8
PKG898,Nagpur,440003,2024-06-16,2024-06-17,Failed,Delhivery,Weather,24.0,21.15,79.09
PKG899,Nagpur,440003,2024-06-07,2024-06-09,Delivered,Delhivery,,48.0,21.15,79.09
PKG900,Nagpur,440004,2024-06-12,2024-06-15,Delivered,BlueDart,,72.0,21.16,79.1
PKG901,Nagpur,440003,2024-06-04,2024-06-06,Delivered,Delhivery,,48.0,21.15,79.09
PKG902,Nashik,422001,2024-06-04,2024-06-05,Delivered,Delhivery,,24.0,19.9975,73.7898
PKG903,Nashik,422003,2024-06-21,2024-06-24,Delivered,BlueDart,,72.0,20.005,73.795
PKG904,Nagpur,440003,2024-06-22,2024-06-25,Delayed,XpressBees,Weather,72.0,21.15,79.09
PKG905,Nagpur,440001,2024-06-11,2024-06-14,Delivered,Ekart,,72.0,21.1458,79.0882
PKG906,Nashik,422004,2024-06-13,2024-06-16,Delivered,XpressBees,,72.0,20.01,73.8
PKG907,Nagpur,440004,2024-06-03,2024-06-06,Delivered,Ekart,,72.0,21.16,79.1
PKG908,Nashik,422002,2024-06-27,2024-06-30,Delivered,BlueDart,,72.0,20.002,73.79
PKG909,Nashik,422004,2024-07-01,2024-07-04,Failed,XpressBees,Holiday,72.0,20.01,73.8
PKG910,Nagpur,440003,2024-06-29,2024-06-30,Delivered,XpressBees,,24.0,21.15,79.09
PKG911,Nagpur,440004,2024-06-20,2024-06-22,Delivered,XpressBees,,48.0,21.16,79.1
PKG912,Nagpur,440002,2024-07-01,2024-07-04,Delivered,BlueDart,,72.0,21.1466,79.0849
PKG913,Nagpur,440001,2024-06-10,2024-06-13,Delivered,Ekart,,72.0,21.1458,79.0882
PKG914,Nagpur,440002,2024-06-27,2024-06-30,Delivered,BlueDart,,72.0,21.1466,79.0849
